Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P006495,Latin America and Caribbean,Federative Republic of Brazil,Closed,National Industrial Pollution Control Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006495,1992-05-28T00:00:00Z,1997-06-30T00:00:00Z,,,50000000.0,0.0,50000000.0,0,,Specific Investment Loan,D,,"Other Industry, Trade and Services",Banking Institutions,Sub-National Government,Pollution management and environmental health,Other human development
P005213,Middle East and North Africa,Islamic Republic of Iran,Closed,Sistan River Flood Works Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005213,1992-05-28T00:00:00Z,2001-06-30T00:00:00Z,,,57000000.0,0.0,57000000.0,0,,Specific Investment Loan,B,,"Other Water Supply, Sanitation and Waste Management",Other Transportation,Other Public Administration,Biodiversity,Natural disaster management
P005216,Middle East and North Africa,Islamic Republic of Iran,Closed,Tehran Drainage Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005216,1992-05-28T00:00:00Z,2000-12-31T00:00:00Z,,,77000000.0,0.0,77000000.0,0,,Specific Investment Loan,B,,"Other Water Supply, Sanitation and Waste Management",Other Transportation,Other Public Administration,Natural disaster management,Other urban development
P009019,Europe and Central Asia,Republic of Turkey,Closed,Berke Hydropower Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009019,1992-05-28T00:00:00Z,1997-12-31T00:00:00Z,,,270000000.0,0.0,270000000.0,0,,Specific Investment Loan,A,,Power,,,Other financial and private sector development,Infrastructure services for private sector development
P008779,Europe and Central Asia,Romania,Closed,Structural Adjustment Loan (SAL),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008779,1992-06-02T00:00:00Z,1994-12-31T00:00:00Z,,,400000000.0,0.0,400000000.0,0,,Structural Adjustment Loan,U,,"Other Industry, Trade and Services",Central Government (Central Agencies),Public Administration - Social Protection,Macroeconomic management,State-owned enterprise restructuring and privatization
P003997,East Asia and Pacific,Republic of Indonesia,Closed,Telecommunications Project (04),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003997,1992-06-02T00:00:00Z,2000-12-31T00:00:00Z,,,375000000.0,0.0,375000000.0,0,,Specific Investment Loan,B,,ICT Infrastructure,Central Government (Central Agencies),,Regulation and competition policy,Infrastructure services for private sector development
P002140,Africa West,Federal Republic of Nigeria,Closed,National Agricultural Technology Support Project  ,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P002140,1992-06-09T00:00:00Z,1999-12-31T00:00:00Z,,,42500000.0,0.0,42500000.0,0,,Specific Investment Loan,B,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),,Administrative and civil service reform,Technology diffusion
P004318,East Asia and Pacific,Malaysia,Closed,FELCRA Land Development Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004318,1992-06-09T00:00:00Z,1997-06-30T00:00:00Z,,,94000000.0,0.0,94000000.0,0,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",,,Rural markets,Export development and competitiveness
P004389,East Asia and Pacific,The Independent State of Papua New Guine,Closed,Oro Smallholder Oil Palm Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004389,1992-06-09T00:00:00Z,2001-12-31T00:00:00Z,,,27000000.0,0.0,27000000.0,0,,Specific Investment Loan,B,,Roads and highways,"Agricultural Extension, Research, and Other Support Activities",Crops,Biodiversity,Export development and competitiveness
P008772,Europe and Central Asia,Romania,Closed,Private Farmer & Enterprise Support Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008772,1992-06-11T00:00:00Z,1998-06-30T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Specific Investment Loan,B,,"Agricultural markets, commercialization and agri-business",Agro-industry,Micro- and SME finance,Rural markets,Rural non-farm income generation
P004944,Middle East and North Africa,People's Democratic Republic of Algeria,Closed,Pilot Forestry & Watershed Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004944,1992-06-11T00:00:00Z,1998-12-31T00:00:00Z,,,25000000.0,0.0,25000000.0,0,,Specific Investment Loan,C,,Forestry,Irrigation and Drainage,,Biodiversity,Environmental policies and institutions
P004964,Middle East and North Africa,People's Democratic Republic of Algeria,Closed,Cadastre Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004964,1992-06-11T00:00:00Z,2000-12-31T00:00:00Z,,,33000000.0,0.0,33000000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),,,Legal institutions for a market economy,Other urban development
P003949,East Asia and Pacific,Republic of Indonesia,Closed,Kabupaten Roads Development Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003949,1992-06-17T00:00:00Z,1997-06-30T00:00:00Z,,,215000000.0,0.0,215000000.0,0,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,Environmental policies and institutions,Infrastructure services for private sector development
P008050,Latin America and Caribbean,Republic of Peru,Closed,Financial Sector Adjustment Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008050,1992-06-17T00:00:00Z,1996-09-30T00:00:00Z,,,400000000.0,0.0,400000000.0,0,,Sector Adjustment Loan,C,,Banking Institutions,Insurance and Pension,Central Government (Central Agencies),Macroeconomic management,State-owned enterprise restructuring and privatization
P003693,East Asia and Pacific,Republic of Fiji,Closed,Road Upgrading Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003693,1992-06-18T00:00:00Z,1999-06-30T00:00:00Z,,,15000000.0,0.0,15000000.0,0,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,Other urban development,Infrastructure services for private sector development
P006505,Latin America and Caribbean,Federative Republic of Brazil,Closed,Mato Grosso Natural Resources Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006505,1992-06-18T00:00:00Z,2002-09-30T00:00:00Z,,,205000000.0,0.0,205000000.0,0,,Specific Investment Loan,B,,Other Public Administration,"Other Agriculture, Fishing and Forestry","Other Water Supply, Sanitation and Waste Management",Rural services and infrastructure,Biodiversity
P008212,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Low Income Barrios Improvement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008212,1992-06-23T00:00:00Z,1998-12-31T00:00:00Z,,,40000000.0,0.0,40000000.0,0,,Sector Investment and Maintenance Loan,B,,Water Supply,Roads and highways,Sub-National Government,Administrative and civil service reform,Urban services and housing for the poor
P008226,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Student Loan Reform Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008226,1992-06-23T00:00:00Z,1999-12-31T00:00:00Z,,,58000000.0,0.0,58000000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),,,Administrative and civil service reform,
P006086,Latin America and Caribbean,Barbados,Closed,Road Maintenance and Rehabilitation Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006086,1992-06-23T00:00:00Z,1998-12-31T00:00:00Z,,,21200000.0,0.0,21200000.0,0,,Sector Investment and Maintenance Loan,B,,Roads and highways,,,Infrastructure services for private sector development,State-owned enterprise restructuring and privatization
P003969,East Asia and Pacific,Republic of Indonesia,Closed,Primary School Teacher Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003969,1992-06-24T00:00:00Z,1999-06-30T00:00:00Z,,,36600000.0,0.0,36600000.0,0,,Specific Investment Loan,C,,Tertiary Education,Central Government (Central Agencies),,Other human development,Education for all
P007696,Latin America and Caribbean,United Mexican States,Closed,Housing Market Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007696,1992-06-25T00:00:00Z,1997-12-31T00:00:00Z,,,450000000.0,0.0,450000000.0,0,,Sector Investment and Maintenance Loan,B,,Banking Institutions,Other Non-bank Financial Institutions,Law and Justice,Social Safety Nets/Social Assistance & Social Care Services,Urban services and housing for the poor
P008590,Europe and Central Asia,Republic of Poland,Closed,Housing Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008590,1992-06-25T00:00:00Z,2000-06-30T00:00:00Z,,,200000000.0,0.0,200000000.0,0,,Sector Investment and Maintenance Loan,B,,Housing Construction,Banking Institutions,Other Non-bank Financial Institutions,Other financial and private sector development,Urban services and housing for the poor
P010400,South Asia,Republic of India,Closed,Maharashtra Power Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010400,1992-06-25T00:00:00Z,1998-06-30T00:00:00Z,,,350000000.0,0.0,350000000.0,0,,Specific Investment Loan,B,,Power,,,Infrastructure services for private sector development,Environmental policies and institutions
P003916,East Asia and Pacific,Republic of Indonesia,Closed,SURALAYA THERMAL POWER,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003916,1992-06-30T00:00:00Z,1999-09-30T00:00:00Z,,,423600000.0,0.0,423600000.0,0,,Specific Investment Loan,A,,Power,,,Infrastructure services for private sector development,
P010401,South Asia,Islamic Republic of Pakistan,Closed,Domestic Energy Resources Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010401,1992-06-30T00:00:00Z,1998-06-30T00:00:00Z,,,180000000.0,0.0,180000000.0,0,,Specific Investment Loan,A,,Oil and Gas,Central Government (Central Agencies),,Environmental policies and institutions,Regulation and competition policy
P000786,Africa West,Gabonese Republic,Closed,Projet Foret et Environnement,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P000786,1992-07-02T00:00:00Z,2002-06-30T00:00:00Z,,,22500000.0,0.0,22500000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),Forestry,"Agricultural Extension, Research, and Other Support Activities",Administrative and civil service reform,Land administration and management
P006541,Latin America and Caribbean,Federative Republic of Brazil,Closed,WATER QUALITY AND POLLUTION CONTROL PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006541,1992-07-02T00:00:00Z,2002-12-31T00:00:00Z,,,245000000.0,0.0,245000000.0,0,,Specific Investment Loan,A,,"Other Water Supply, Sanitation and Waste Management",Sub-National Government,Roads and highways,Decentralization,Water resource management
P007476,Latin America and Caribbean,Jamaica,Closed,Energy Sector Deregulation and Privatization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007476,1992-07-02T00:00:00Z,1999-12-31T00:00:00Z,,,60000000.0,0.0,60000000.0,0,,Specific Investment Loan,B,,Power,Central Government (Central Agencies),,Law reform,State-owned enterprise restructuring and privatization
P005687,Middle East and North Africa,Republic of Tunisia,Closed,Municipal Sector Investment Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005687,1992-07-02T00:00:00Z,1999-12-31T00:00:00Z,,,75000000.0,0.0,75000000.0,0,,Specific Investment Loan,B,,Roads and highways,"Other Water Supply, Sanitation and Waste Management",Agro-industry,Administrative and civil service reform,Pollution management and environmental health
P004767,East Asia and Pacific,Kingdom of Thailand,Closed,Bongkot Gas Transmission Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004767,1992-07-07T00:00:00Z,1995-12-31T00:00:00Z,,,105000000.0,0.0,105000000.0,0,,Specific Investment Loan,A,,Oil and Gas,,,Pollution management and environmental health,Environmental policies and institutions
P008482,Europe and Central Asia,Hungary,Closed,Product Market Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008482,1992-07-14T00:00:00Z,1998-12-31T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Financial Intermediary Loan,B,,"Other Industry, Trade and Services",,,Export development and competitiveness,Other financial and private sector development
P007087,Latin America and Caribbean,Republic of Ecuador,Closed,SOCIAL DEVELOPMENT II: HEALTH AND NUTRITION (FASBASE),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007087,1992-07-21T00:00:00Z,2001-06-30T00:00:00Z,,,70000000.0,0.0,70000000.0,0,,Sector Investment and Maintenance Loan,C,,Health,Sanitation,Central Government (Central Agencies),Nutrition and food security,Health system performance
P009099,Europe and Central Asia,Republic of Turkey,Closed,Earthquake Rehabilitation & Reconstruction Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009099,1992-07-23T00:00:00Z,2000-06-30T00:00:00Z,,,285000000.0,0.0,285000000.0,0,,Emergency Recovery Loan,C,,"Other Industry, Trade and Services",Roads and highways,"Other Water Supply, Sanitation and Waste Management",Natural disaster management,Infrastructure services for private sector development
